name,address,website,founders_names,founders_linkedin,batch,year,yc_url,per_company_api
Revise Robotics,,https://www.reviserobotics.com/,Rupesh Jeyaram; Antonio Monreal; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Primary Partner: Garry Tan,https://www.linkedin.com/in/rupesh-jeyaram/; https://www.linkedin.com/in/antonio-monreal-71b0751b5/; https://www.linkedin.com/company/revise-robotics/,Winter 2025,2025,https://www.ycombinator.com/companies/revise-robotics,https://yc-oss.github.io/api/batches/winter-2025/revise-robotics.json
Trace,"San Francisco, CA, USA",http://tracetec.co,Saner Cakir; Kayla Lee; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Location: San Francisco Primary Partner: Gustaf Alstromer,https://www.linkedin.com/in/saner-cakir-697385300/; https://www.linkedin.com/in/kayla-lee-715149160/; https://www.linkedin.com/company/tracetechnologies,Winter 2025,2025,https://www.ycombinator.com/companies/trace,https://yc-oss.github.io/api/batches/winter-2025/trace.json
Bild AI,,https://www.bild.ai,Roop Pal; Puneet Sukhija; Puneet Sukhija; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Primary Partner: Gustaf Alstromer,https://www.linkedin.com/in/rooppal/; https://www.linkedin.com/in/puneet-sukhija-bb58ba1a0/; https://www.linkedin.com/in/puneet-bild/; https://www.linkedin.com/company/bild-ai,Winter 2025,2025,https://www.ycombinator.com/companies/bild-ai,https://yc-oss.github.io/api/batches/winter-2025/bild-ai.json
Candor,"San Francisco, CA, USA",https://www.usecandor.ai,Marcus Zimmerman; Ethne Laude; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Gustaf Alstromer,https://www.linkedin.com/in/marcus-zimmerman-4878ba245/; https://www.linkedin.com/in/ethne-laude-289801224/; https://www.linkedin.com/company/candortechnologies,Winter 2025,2025,https://www.ycombinator.com/companies/candor,https://yc-oss.github.io/api/batches/winter-2025/candor.json
Vetnio,,https://vetnio.com/,Arman Karégar; Max Henry Xie; Arman; Max; Founded: 2024 Batch: Winter 2025 Team Size: 6 Status: Active Primary Partner: Gustaf Alstromer,https://linkedin.com/in/armankaregar; https://linkedin.com/in/max-henry-xie; https://www.linkedin.com/in/armankaregar/; https://www.linkedin.com/in/max-henry-xie/; https://www.linkedin.com/company/vetnio,Winter 2025,2025,https://www.ycombinator.com/companies/vetnio,https://yc-oss.github.io/api/batches/winter-2025/vetnio.json
Leaping AI,"San Francisco, CA, USA",https://www.leapingai.com,Kevin Wu; Shraey Bhatia; Arkadiy Telegin; Arkadiy; Shraey; Founded: 2023 Batch: Winter 2025 Team Size: 8 Status: Active Location: San Francisco Primary Partner: Garry Tan,https://www.linkedin.com/in/kevin-wu-452a6393/; https://www.linkedin.com/in/shraeybhatia; https://www.linkedin.com/in/a-telegin; https://www.linkedin.com/in/a-telegin/; https://www.linkedin.com/in/shraeybhatia/; https://www.linkedin.com/company/98079414/,Winter 2025,2025,https://www.ycombinator.com/companies/leaping-ai,https://yc-oss.github.io/api/batches/winter-2025/leaping-ai.json
Casixty,,https://casixty.com,Eylon Miz; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Primary Partner: Garry Tan,https://linkedin.com/in/eylonmiz; https://www.linkedin.com/company/casixty,Winter 2025,2025,https://www.ycombinator.com/companies/casixty,https://yc-oss.github.io/api/batches/winter-2025/casixty.json
NextByte,"San Francisco, CA, USA",https://nextbyte.ai,Jason Madeano; Matt Stallone; LinkedIn; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Garry Tan,https://www.linkedin.com/in/jason-madeano/; https://www.linkedin.com/in/mattstallone/; https://www.linkedin.com/company/nextbyte-ai; https://www.linkedin.com/company/nextbyte-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/nextbyte,https://yc-oss.github.io/api/batches/winter-2025/nextbyte.json
Excellence Learning,"Stanford, CA, USA",https://excellence-ai.com/,"Sovann Linden; Alexis Bonnafont; Mattia Mauro; Founded: 2025 Batch: Winter 2025 Team Size: 4 Status: Active Location: Stanford, CA Primary Partner: Gustaf Alstromer",https://www.linkedin.com/in/sovann-linden/; https://www.linkedin.com/in/alexis-bonnafont; https://www.linkedin.com/in/mattia-mauro-437a35197/; https://www.linkedin.com/company/excellence-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/excellence-learning,https://yc-oss.github.io/api/batches/winter-2025/excellence-learning.json
Praxim,"San Francisco, CA, USA",https://www.praxim.ai/,Richie Hsiung; Frank Li,https://www.linkedin.com/in/richiehsiung/; https://www.linkedin.com/in/frank-li-6866411b0/,Winter 2025,2025,https://www.ycombinator.com/companies/praxim,https://yc-oss.github.io/api/batches/winter-2025/praxim.json
Hey Telo,,https://www.heytelo.com,Christopher Grittner; Daniel Grittner; Daniel; Chris; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Primary Partner: Gustaf Alstromer,https://linkedin.com/in/christopher-grittner; https://linkedin.com/in/daniel-m-grittner; https://www.linkedin.com/in/daniel-m-grittner/; https://www.linkedin.com/in/christopher-grittner/; https://www.linkedin.com/company/heytelo/,Winter 2025,2025,https://www.ycombinator.com/companies/hey-telo,https://yc-oss.github.io/api/batches/winter-2025/hey-telo.json
SubImage,,https://subimage.io,Alex Chantavy; Kunaal Sikka; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Primary Partner: Gustaf Alstromer,https://www.linkedin.com/in/alexchantavy/; https://www.linkedin.com/in/kunaals/; https://www.linkedin.com/company/subimagesec,Winter 2025,2025,https://www.ycombinator.com/companies/subimage,https://yc-oss.github.io/api/batches/winter-2025/subimage.json
Steinmetz,"San Francisco, CA, USA",https://steinmetzmotors.com/,Owen Brake; Ethan Childerhose; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Tom Blomfield,https://www.linkedin.com/in/owen-brake-39363a169/; https://linkedin.com/in/ethan-childerhose; https://www.linkedin.com/company/steinmetzinc/,Winter 2025,2025,https://www.ycombinator.com/companies/steinmetz,https://yc-oss.github.io/api/batches/winter-2025/steinmetz.json
Partcl,,https://partcl.com/,William Salcedo; Vamshi Balanaga; Founded: 2025 Batch: Spring 2025 Status: Active Primary Partner: Tom Blomfield,https://www.linkedin.com/in/william-salcedo/; https://www.linkedin.com/in/vamshibalanaga; https://www.linkedin.com/company/partcl,Spring 2025,2025,https://www.ycombinator.com/companies/partcl,https://yc-oss.github.io/api/batches/spring-2025/partcl.json
Axiom,,https://axiom.trade,Henry Zhang; Preston Ellis; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Primary Partner: Tom Blomfield,https://www.linkedin.com/in/henryzhang03/; https://www.linkedin.com/in/preellis/; https://www.linkedin.com/company/joinaxiom,Winter 2025,2025,https://www.ycombinator.com/companies/axiom,https://yc-oss.github.io/api/batches/winter-2025/axiom.json
Orchids,,https://www.orchids.app/,Kevin Lu; Bach Tran,https://www.linkedin.com/in/kevin-lu-22724b1a5/; https://www.linkedin.com/in/giabachtran,Winter 2025,2025,https://www.ycombinator.com/companies/orchids,https://yc-oss.github.io/api/batches/winter-2025/orchids.json
Splash Inc.,"El Segundo, CA, USA",https://splash9.com/,"Ivan Avanesov; Marcell Veszpremi; Founded: 2024 Batch: Winter 2025 Team Size: 8 Status: Active Location: El Segundo, CA Primary Partner: Aaron Epstein",https://www.linkedin.com/in/ivan-avanesov-2b511515a/; https://www.linkedin.com/in/veszpremimarcell/; https://www.linkedin.com/company/105801839/admin/feed/following/,Winter 2025,2025,https://www.ycombinator.com/companies/splash-inc,https://yc-oss.github.io/api/batches/winter-2025/splash-inc.json
Stamp,,https://www.stampmail.ai/,Archit Mehta; Founded: 2024 Batch: Winter 2025 Team Size: 1 Status: Active Primary Partner: Jared Friedman,https://linkedin.com/in/4architmehta; https://www.linkedin.com/company/stamp-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/stamp,https://yc-oss.github.io/api/batches/winter-2025/stamp.json
Alice.tech,"Copenhagen, Denmark",https://www.alice.tech/,"Kim Rants; Patrick Gadd; Founded: 2024 Batch: Winter 2025 Team Size: 5 Status: Active Location: Copenhagen, Denmark Primary Partner: Tom Blomfield",https://www.linkedin.com/in/kimrants/; https://www.linkedin.com/in/patrick-gadd/; https://www.linkedin.com/company/alice-tech/,Winter 2025,2025,https://www.ycombinator.com/companies/alice-tech,https://yc-oss.github.io/api/batches/winter-2025/alice-tech.json
Dollyglot,"San Francisco, CA, USA",https://www.dollyglot.com/,Thomas Minassian; Paul-Henri Biojout; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Tom Blomfield,https://linkedin.com/in/thomas-minassian-b25626102; https://linkedin.com/in/phbiojout; https://www.linkedin.com/company/dollyglot/about/?viewAsMember=true,Winter 2025,2025,https://www.ycombinator.com/companies/dollyglot,https://yc-oss.github.io/api/batches/winter-2025/dollyglot.json
awen,Remote,https://www.awen.ai/,Thibault Henriet; Founded: 2023 Batch: Winter 2025 Team Size: 3 Status: Active Primary Partner: Tom Blomfield,https://linkedin.com/in/thibault-henriet-595a5860; https://www.linkedin.com/company/awen-ai,Winter 2025,2025,https://www.ycombinator.com/companies/awen,https://yc-oss.github.io/api/batches/winter-2025/awen.json
Karoo,"Toronto, ON, Canada",https://www.karoo.ca,"Hugo Markland; Jeanot Dawson; Oliver Lambson; Founded: 2024 Batch: Winter 2025 Team Size: 3 Status: Active Location: Toronto, Canada Primary Partner: Tom Blomfield",https://www.linkedin.com/in/hugo-markland-cfa-712409125/; https://www.linkedin.com/in/jeanot-dawson-67191b17?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app; https://www.linkedin.com/in/oliverlambson/; https://www.linkedin.com/company/karoo-ca/,Winter 2025,2025,https://www.ycombinator.com/companies/karoo,https://yc-oss.github.io/api/batches/winter-2025/karoo.json
Dartboard Energy,"San Francisco, CA, USA",https://dartboardenergy.com,Rohun Ati; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Jared Friedman,https://www.linkedin.com/in/rohunati; https://www.linkedin.com/company/dartboard-energy/,Winter 2025,2025,https://www.ycombinator.com/companies/dartboard-energy,https://yc-oss.github.io/api/batches/winter-2025/dartboard-energy.json
Astro,,https://www.astroenergy.ai/,Alex Fuster; Founded: 2024 Batch: Winter 2025 Team Size: 1 Status: Active Primary Partner: Brad Flora,https://www.linkedin.com/in/alex-f-573560101/; https://www.linkedin.com/company/astro-energy-inc/,Winter 2025,2025,https://www.ycombinator.com/companies/astro,https://yc-oss.github.io/api/batches/winter-2025/astro.json
Vocality Health,,https://www.vocalityhealth.com,Brogan McPartland; Vivek Jayaram; Fulltrack AI; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Primary Partner: Brad Flora,https://www.linkedin.com/in/brogan-mcpartland-05830031a/; https://www.linkedin.com/in/vivek-jayaram/; https://www.linkedin.com/company/fulltrack-ai; https://www.linkedin.com/company/vocality-health,Winter 2025,2025,https://www.ycombinator.com/companies/vocality-health,https://yc-oss.github.io/api/batches/winter-2025/vocality-health.json
Subtrace,"San Francisco, CA, USA",https://subtrace.dev,Adhityaa Chandrasekar; Sachin Sridhar; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://linkedin.com/in/adtac; https://linkedin.com/in/sachin-sridhar; https://www.linkedin.com/company/subtrace,Winter 2025,2025,https://www.ycombinator.com/companies/subtrace,https://yc-oss.github.io/api/batches/winter-2025/subtrace.json
Scout,"New York, NY, USA",https://scoutforschools.com/,Noah Fichter; Max Bertfield; Founded: 2024 Batch: Winter 2025 Team Size: 5 Status: Active Location: New York Primary Partner: Aaron Epstein,https://www.linkedin.com/in/noah-p-fichter/; https://www.linkedin.com/in/maxbertfield/; https://www.linkedin.com/company/scout-edu,Winter 2025,2025,https://www.ycombinator.com/companies/scout-4,https://yc-oss.github.io/api/batches/winter-2025/scout-4.json
Promptless,"San Francisco, CA, USA",https://promptless.ai/,Prithvi Ramakrishnan; Frances Liu; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Brad Flora,https://www.linkedin.com/in/prithvi-r; https://linkedin.com/in/frances-liu-1a426057; https://www.linkedin.com/company/promptless,Winter 2025,2025,https://www.ycombinator.com/companies/promptless,https://yc-oss.github.io/api/batches/winter-2025/promptless.json
Closure,"New York, NY, USA",https://closure-intel.com/,Aaron Zelinger; Gilad Levy; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active Location: New York Primary Partner: Tom Blomfield,https://www.linkedin.com/in/aaron-zelinger/; https://www.linkedin.com/in/gilad-levy/; https://www.linkedin.com/company/closure-intel,Winter 2025,2025,https://www.ycombinator.com/companies/closure,https://yc-oss.github.io/api/batches/winter-2025/closure.json
Conntour,,https://www.conntour.com/,Matan Goldner; Tomer Kulla; Founded: 2024 Batch: Winter 2025 Team Size: 6 Status: Active Primary Partner: Tom Blomfield,https://linkedin.com/in/matan-goldner; https://www.linkedin.com/in/tomer-kulla/; https://www.linkedin.com/company/conntour/,Winter 2025,2025,https://www.ycombinator.com/companies/conntour,https://yc-oss.github.io/api/batches/winter-2025/conntour.json
superglue,"San Francisco, CA, USA",https://superglue.ai/,Adina Goerres; Stefan Faistenauer; Adina; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Tom Blomfield,https://linkedin.com/in/adinagoerres; https://www.linkedin.com/in/stefan-faistenauer/; https://www.linkedin.com/in/adinagoerres/; https://www.linkedin.com/company/superglue-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/superglue,https://yc-oss.github.io/api/batches/winter-2025/superglue.json
Truffle AI,"San Francisco, CA, USA",https://www.trytruffle.ai/,Shaunak Srivastava; Rahul Karajgikar; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/shaunak-srivastava-244567163/; https://www.linkedin.com/in/rahul-karajgikar; https://www.linkedin.com/company/truffle-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/truffle-ai,https://yc-oss.github.io/api/batches/winter-2025/truffle-ai.json
Ovlo,"San Francisco, CA, USA",https://ovlo.ai,Andrew Malouf; Amer Eid; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Aaron Epstein,https://www.linkedin.com/in/agmalouf/; https://www.linkedin.com/in/amer-eid92/; https://www.linkedin.com/company/ovlo,Winter 2025,2025,https://www.ycombinator.com/companies/ovlo,https://yc-oss.github.io/api/batches/winter-2025/ovlo.json
Contrario,"San Francisco, CA, USA",https://contrario.ai,Arya Marwaha; Aditya Sood; Founded: 2025 Batch: Winter 2025 Team Size: 3 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/arya-marwaha/; https://www.linkedin.com/in/adibsood/; https://www.linkedin.com/company/contrario-ai,Winter 2025,2025,https://www.ycombinator.com/companies/contrario,https://yc-oss.github.io/api/batches/winter-2025/contrario.json
Sublingual,"San Francisco, CA, USA",https://sublingual.ai/,Matthew Tang; Dylan Bowman,https://www.linkedin.com/in/mhtang2/; https://www.linkedin.com/in/dylan-bowman-68a56218b/,Winter 2025,2025,https://www.ycombinator.com/companies/sublingual,https://yc-oss.github.io/api/batches/winter-2025/sublingual.json
Rocketable,"San Francisco, CA, USA; Remote",https://www.rocketable.com,Alan Wells; Founded: 2023 Batch: Winter 2025 Team Size: 1 Status: Active Location: San Francisco Primary Partner: Jared Friedman,https://www.linkedin.com/in/awells/; https://www.linkedin.com/company/105609915/admin/dashboard/,Winter 2025,2025,https://www.ycombinator.com/companies/rocketable,https://yc-oss.github.io/api/batches/winter-2025/rocketable.json
Toothy AI,"San Francisco, CA, USA",https://www.toothy.ai/,Johnny Chen; Matt Kerrigan; Yu Lin; Founded: 2024 Batch: Winter 2025 Team Size: 7 Status: Active Location: San Francisco Primary Partner: Jared Friedman,https://www.linkedin.com/in/johnnychen54/; https://www.linkedin.com/in/mkerrig/; https://www.linkedin.com/in/tejas-konduru; https://www.linkedin.com/company/toothy-ai/,Winter 2025,2025,https://www.ycombinator.com/companies/toothy-ai,https://yc-oss.github.io/api/batches/winter-2025/toothy-ai.json
Verbiflow,"San Francisco, CA, USA",https://verbiflow.com,Kashyab Ambarani; Rishi Mahadevan; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/kashyab-ambarani/; https://www.linkedin.com/in/rishi-mahadevan-625844109/; https://www.linkedin.com/company/verbiflow/,Winter 2025,2025,https://www.ycombinator.com/companies/verbiflow,https://yc-oss.github.io/api/batches/winter-2025/verbiflow.json
A1Base,"San Francisco, CA, USA",https://www.a1base.com/,Pasha Rayan; Pennie Huang; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco,https://www.linkedin.com/in/pasharayan; https://linkedin.com/in/pennieli; https://www.linkedin.com/company/a1base,Winter 2025,2025,https://www.ycombinator.com/companies/a1base,https://yc-oss.github.io/api/batches/winter-2025/a1base.json
General Agency,"San Francisco, CA, USA",https://heytessa.ai,Mo Nasir; Harvey Hu; Founded: 2024 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Aaron Epstein,https://linkedin.com/in/mohammednasir; https://www.linkedin.com/in/yubin-hu-berkeley/; https://www.linkedin.com/company/generalagencyai,Winter 2025,2025,https://www.ycombinator.com/companies/general-agency,https://yc-oss.github.io/api/batches/winter-2025/general-agency.json
a0.dev,"San Francisco, CA, USA",https://a0.dev,Seth Setse; Ayomide Omolewa; Founded: 2025 Batch: Winter 2025 Team Size: 3 Status: Active Location: San Francisco,https://linkedin.com/in/seth-setse-0641b6175; https://linkedin.com/in/omolewa; https://www.linkedin.com/company/a0-dev,Winter 2025,2025,https://www.ycombinator.com/companies/a0-dev,https://yc-oss.github.io/api/batches/winter-2025/a0-dev.json
Maritime Fusion,,https://maritimefusion.com,Justin Cohen; Jason Kaufmann; Founded: 2024 Batch: Winter 2025 Team Size: 4 Status: Active Primary Partner: Aaron Epstein,https://www.linkedin.com/in/justin-cohen707; https://www.linkedin.com/in/jasonskaufmann/; https://www.linkedin.com/company/maritime-fusion,Winter 2025,2025,https://www.ycombinator.com/companies/maritime-fusion,https://yc-oss.github.io/api/batches/winter-2025/maritime-fusion.json
Trava,"San Francisco, CA, USA",https://www.usetrava.com/,Pushkar Lanka; Founded: 2025 Batch: Winter 2025 Team Size: 1 Status: Active Location: San Francisco,https://www.linkedin.com/in/pushkarlanka/; https://www.linkedin.com/company/trava-ai,Winter 2025,2025,https://www.ycombinator.com/companies/trava,https://yc-oss.github.io/api/batches/winter-2025/trava.json
Tejas AI,"San Francisco, CA, USA",https://www.trytejas.ai/,Gaurav Luhariwala; Founded: 2025 Batch: Winter 2025 Team Size: 2 Status: Active Location: San Francisco Primary Partner: Harj Taggar,https://www.linkedin.com/in/gauravluhariwala/; https://www.linkedin.com/company/tejasai/,Winter 2025,2025,https://www.ycombinator.com/companies/tejas-ai,https://yc-oss.github.io/api/batches/winter-2025/tejas-ai.json
Caseflood.ai,"San Francisco, CA, USA",https://caseflood.ai,Ethan Hilton; Tolen Schreid; Ayushman:; Tolen:; Founded: 2025 Batch: Winter 2025 Team Size: 3 Status: Active Location: San Francisco Primary Partner: Jared Friedman,https://www.linkedin.com/in/ethan-hilton/; https://www.linkedin.com/in/tolen-schreid; https://www.linkedin.com/in/ayushman28/; https://www.linkedin.com/in/tolen-schreid/; https://www.linkedin.com/company/caseflood-ai,Winter 2025,2025,https://www.ycombinator.com/companies/caseflood-ai,https://yc-oss.github.io/api/batches/winter-2025/caseflood-ai.json
